Table 2. Civilian labor force and unemployment by selected metropolitan area and metropolitan division, seasonally adjusted

  LAUS      State   Area FIPS                                                                                    Civilian                                      Unemployment
  Code    FIPS Code   Code                       Selected Area and Division                       Year  Month   Labor Force       Employment    Unemployment        Rate
DV423796     42       37964         Philadelphia, PA Met Div                                      2005    09     1,926,237         1,833,299        92,938           4.8
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2005    09       354,484           338,997        15,487           4.4
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2005    09     3,021,605         2,868,389       153,216           5.1
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2005    09     2,021,900         1,918,463       103,437           5.1
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2005    09       999,700           950,023        49,677           5.0
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2005    09     1,741,883         1,655,187        86,696           5.0
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2005    09     1,372,896         1,307,720        65,176           4.7
DV534510     53       45104         Tacoma, WA Met Div                                            2005    09       369,206           348,302        20,904           5.7
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2005    10     6,382,146         6,079,597       302,549           4.7
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2005    10     4,787,416         4,544,739       242,677           5.1
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2005    10     1,593,580         1,534,486        59,094           3.7
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2005    10     2,151,343         2,049,603       101,740           4.7
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2005    10     1,247,126         1,185,803        61,323           4.9
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2005    10       904,179           863,782        40,397           4.5
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2005    10     2,926,130         2,829,954        96,176           3.3
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2005    10       633,218           614,274        18,944           3.0
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2005    10     2,293,516         2,215,811        77,705           3.4
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2005    10     2,695,123         2,589,821       105,302           3.9
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2005    10       958,020           925,689        32,331           3.4
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2005    10     1,130,886         1,081,664        49,222           4.4
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2005    10       603,635           579,926        23,709           3.9
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2005    10     4,721,129         4,454,917       266,212           5.6
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2005    10     3,946,696         3,723,092       223,604           5.7
DV182384     18       23844         Gary, IN Met Div                                              2005    10       330,952           312,106        18,846           5.7
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2005    10       440,882           419,090        21,792           4.9
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2005    10     2,459,943         2,348,559       111,384           4.5
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2005    10     1,482,385         1,418,082        64,303           4.3
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2005    10       123,814           117,183         6,631           5.4
DV257310     25       73104         Framingham, MA NECTA Div                                      2005    10       144,770           139,177         5,593           3.9
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2005    10       119,875           114,242         5,633           4.7
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2005    10        69,715            64,486         5,229           7.5
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2005    10       151,339           143,699         7,640           5.0
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2005    10       177,704           170,858         6,846           3.9
DV257652     25       76524         Peabody, MA NECTA Div                                         2005    10       127,612           121,170         6,442           5.0
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2005    10        62,772            59,682         3,090           4.9
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2005    10     2,185,712         2,031,600       154,112           7.1
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2005    10       901,788           825,556        76,232           8.5
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2005    10     1,285,496         1,206,825        78,671           6.1
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2005    10     9,213,342         8,754,080       459,262           5.0
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2005    10     1,174,932         1,124,581        50,351           4.3
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2005    10     1,474,855         1,413,386        61,469           4.2
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2005    10     5,480,693         5,184,412       296,281           5.4
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2005    10     1,082,256         1,031,576        50,680           4.7
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2005    10     2,938,926         2,800,833       138,093           4.7
DV341580     34       15804         Camden, NJ Met Div                                            2005    10       656,894           627,154        29,740           4.5
DV423796     42       37964         Philadelphia, PA Met Div                                      2005    10     1,927,521         1,834,483        93,038           4.8
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2005    10       354,745           339,296        15,449           4.4
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2005    10     3,024,886         2,871,737       153,149           5.1
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2005    10     2,024,305         1,920,856       103,449           5.1
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2005    10     1,000,532           950,982        49,550           5.0
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2005    10     1,746,770         1,660,937        85,833           4.9
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2005    10     1,378,503         1,313,519        64,984           4.7
DV534510     53       45104         Tacoma, WA Met Div                                            2005    10       369,200           348,618        20,582           5.6
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2005    11     6,388,511         6,084,055       304,456           4.8
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2005    11     4,799,157         4,553,289       245,868           5.1
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2005    11     1,591,847         1,533,488        58,359           3.7
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2005    11     2,148,534         2,048,575        99,959           4.7
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2005    11     1,245,171         1,184,969        60,202           4.8
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2005    11       903,344           863,610        39,734           4.4
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2005    11     2,929,721         2,835,180        94,541           3.2
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2005    11       634,330           615,692        18,638           2.9
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2005    11     2,295,743         2,219,574        76,169           3.3
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2005    11     2,697,393         2,593,205       104,188           3.9
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2005    11       958,155           926,276        31,879           3.3
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2005    11     1,132,963         1,084,581        48,382           4.3
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2005    11       603,576           580,155        23,421           3.9
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2005    11     4,725,503         4,465,698       259,805           5.5
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2005    11     3,952,850         3,735,935       216,915           5.5
DV182384     18       23844         Gary, IN Met Div                                              2005    11       331,317           312,847        18,470           5.6
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2005    11       441,543           419,665        21,878           5.0
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2005    11     2,460,765         2,349,338       111,427           4.5
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2005    11     1,483,170         1,418,727        64,443           4.3
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2005    11       123,903           117,289         6,614           5.3
DV257310     25       73104         Framingham, MA NECTA Div                                      2005    11       144,889           139,262         5,627           3.9
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2005    11       119,910           114,310         5,600           4.7
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2005    11        69,697            64,490         5,207           7.5
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2005    11       151,339           143,735         7,604           5.0
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2005    11       177,365           170,571         6,794           3.8
DV257652     25       76524         Peabody, MA NECTA Div                                         2005    11       127,714           121,258         6,456           5.1
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2005    11        62,805            59,690         3,115           5.0
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2005    11     2,186,324         2,031,383       154,941           7.1
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2005    11       901,255           825,098        76,157           8.5
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2005    11     1,284,690         1,205,209        79,481           6.2
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2005    11     9,223,384         8,764,487       458,897           5.0
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2005    11     1,176,884         1,125,868        51,016           4.3
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2005    11     1,475,047         1,414,223        60,824           4.1
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2005    11     5,487,452         5,192,172       295,280           5.4
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2005    11     1,083,382         1,032,076        51,306           4.7
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2005    11     2,941,546         2,803,639       137,907           4.7
DV341580     34       15804         Camden, NJ Met Div                                            2005    11       658,017           627,666        30,351           4.6
DV423796     42       37964         Philadelphia, PA Met Div                                      2005    11     1,928,806         1,836,372        92,434           4.8
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2005    11       354,924           339,674        15,250           4.3
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2005    11     3,026,955         2,874,486       152,469           5.0
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2005    11     2,025,704         1,922,597       103,107           5.1
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2005    11     1,001,199           951,993        49,206           4.9
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2005    11     1,751,576         1,667,223        84,353           4.8
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2005    11     1,383,425         1,319,146        64,279           4.6
DV534510     53       45104         Tacoma, WA Met Div                                            2005    11       368,960           348,813        20,147           5.5
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2005    12     6,394,489         6,090,225       304,264           4.8
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2005    12     4,807,667         4,560,292       247,375           5.1
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2005    12     1,590,583         1,533,350        57,233           3.6
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2005    12     2,145,744         2,048,181        97,563           4.5
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2005    12     1,242,969         1,184,230        58,739           4.7
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2005    12       902,778           863,971        38,807           4.3
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2005    12     2,932,664         2,840,013        92,651           3.2
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2005    12       635,640           617,353        18,287           2.9
